cf,company,lat,lon,cluster
01133270320,FAST EAT ITALY SRL,45.658548,13.793237,69
01105170326,TRASPORTI SERVIZI LOGISTICA S.R.L. IN FORMA ABBREVIATA T.S.L. S.R.L.,45.736734,13.749002,0
00977240324,TRIESTE TRASPORTI S.P.A.,45.602322,13.769717,43
02987430309,BARUDINE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.052722,13.25291,73
02111230302,MASTER QUALITY S.R.L.,46.058327,13.246264,73
02936690300,GIEMME GESTIONI SRL,46.05515,13.229198,73
02933620300,AKTRA SRL,46.09273,13.215605,65
02703520300,CLYCO SRL,45.957481,12.99164,50
01107220319,WEBFIT S.R.L.,45.632842,13.778725,69
01179470321,FORMARO TRIESTE - SOCIETA  A RESPONSABILITA  LIMITATA,45.63134,13.779495,69
02493250217,HEALTH ROBOTICS SRL,45.63134,13.779495,69
01789570932,ARTE BIANCA S.R.L.,46.107661,12.517236,0
00379040314,NOVA SALUS  S.R.L.,45.933342,13.607874,75
01268640321,MTTLAB SRL,46.071067,13.234579,73
01190460327,B. ORO S.R.L.,46.070939,13.234325,73
00284870300,MIDOLINI F.LLI S.P.A.,45.815763,13.21936,48
01651600932,LA NUOVA PANETTERIA S.R.L.,45.959032,12.663833,61
02821220304,NEW FACTORY S.R.L.,46.063669,13.218746,73
13771171009,SANSAL M.C S.R.L. UNIPERSONALE,46.064738,13.21763,73
02165910304,FARMASALUS S.R.L.,46.078994,13.227134,73
01021950322,THESIS S.R.L.,45.806014,13.543041,52
01081210310,SA.LU. S.R.L.,45.805047,13.533173,52
00372210310,CDS AUDIT S.R.L.,45.804085,13.54407,52
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,45.965631,12.636434,61
01271670323,LE STATUE SRLS,45.619523,13.827005,20
02834180305,MP GESTIONI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.27465,13.12878,67
01749250930,BREAK S.R.L.,45.91256,12.85608,59
02762440309,PAULITTI S.R.L.,45.946761,13.178058,50
02542040304,S.L. S.R.L.,46.078337,13.205497,73
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,45.958005,12.659839,61
01176050936,C.T.F. CENTRO VISTA S.R.L.,45.958298,12.659086,61
01528310939,MA.PA. SRL,45.958377,12.658908,61
01806350300,PASTELLI S.R.L.,45.958422,12.658778,61
01153510936,CG IMMOBILIARE & SERVIZI S.R.L.,45.959007,12.659919,61
02816470302,EXTRAFIN S.P.A.,45.959007,12.660473,61
02886650304,FUEL SRL,46.0606,13.228754,73
00948610324,SYNERGICA S.R.L.,46.060597,13.228763,73
01794000933,SACIF S.R.L.S.,45.958776,12.665329,61
02203020306,FORSERVICE S.R.L.,46.066835,13.234,73
01324660321,RE DI CUORI INTERNATIONAL S.R.L.S.,45.958699,12.658718,61
02840620302,DUEMME SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.903226,13.312209,49
08149830153,ENVIGO RMS SRL,46.095488,13.430145,74
01332880937,FMC S.R.L.,45.958056,12.662304,61
02659450304,ITTICA QUARNERO S.R.L.,46.058085,13.244908,73
02779060306,IDEA 24 SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.277242,13.140152,67
02259960306,BLUENERGY GROUP S.P.A.,46.09461,13.431379,74
02529850303,QUARANTA HOLDING S.R.L.,46.062882,13.234743,73
03002120305,ARTE PROFUMO S.R.L.,46.064874,13.234008,73
01738400934,ULYSSES SRL,45.96103,12.657006,61
04097840237,SYNERGY STUDIO S.R.L.,45.960682,12.656672,61
01412040931,MARY SHOP S.R.L.,45.960774,12.656567,61
01176760328,RIVA CAMPERIO S.R.L.,45.677901,13.387506,4
01023220310,ARTIS ARTIGIANATO ISONTINO SERVIZI S.R.L.,45.677901,13.387506,4
00516910320,IMPRESA COSTRUZIONI MARI & MAZZAROLI - S.P.A.,45.647906,13.769108,69
00508640307,SANGIORGIO EXPORT - S.R.L.,45.979359,13.397514,65
02861550305,ESTERNA SERVIZI S.R.L.,46.584885,12.778166,0
01515950309,FAREM FONDERIE ACCIAIO REMANZACCO S.R.L.,46.085167,13.321004,73
00874850324,KORMAN ITALIA - SOCIETA  PER AZIONI - SPEDIZIONI INTERNAZIONALI,45.641126,13.74955,69
00051410322,ALESSANDRO BILLITZ SUCCESSORI SRL,45.644086,13.750315,69
00874850324,KORMAN ITALIA - SOCIETA  PER AZIONI - SPEDIZIONI INTERNAZIONALI,45.641126,13.74955,69
00746840321,GEOSYNTECH S.R.L.,45.64013,13.749957,69
01125570323,TRIESTE TERMINAL PASSEGGERI - S.P.A.,45.65706,13.769678,69
00152890307,IMPRESA PORTUALE PORTO NOGARO S.R.L.,45.815445,13.219262,48
01128900329,MARMI REPEN S.R.L.,45.722058,13.792889,69
01855330930,DBS CONSULTING S.R.L.,45.971309,12.800478,39
01034460319,TAG EUROPA S.R.L.,45.915873,13.604769,75
01119940318,E.SPE.GO. EST SPEDIZIONI GORIZIA S.R.L.,45.915873,13.604769,75
01027270311,DTS ITALIA S.R.L.,45.915873,13.604769,75
02387970300,AMOROSO MAURIZIO SRL,46.506779,13.534708,0
01123290312,ISONTINA AMBIENTE S.R.L.,45.945876,13.440709,70
01105170326,TRASPORTI SERVIZI LOGISTICA S.R.L. IN FORMA ABBREVIATA T.S.L. S.R.L.,45.736734,13.749002,0
00002070324,B.F.B. - CASA DI SPEDIZIONI S.R.L.,45.641126,13.74955,69
06687830486,PASHA TRASPORTI S.R.L.,45.641126,13.74955,69
01123530329,SAT S.R.L.,45.641126,13.74955,69
00862890324,FORZA LOGISTICA S.R.L.,45.63951,13.75257,69
07925451218,PIEFFE S.R.L.,45.64107,13.749847,69
00507940310,ADRIA INTERMODALE S.R.L.,45.633794,13.780086,69
01125420313,AS S.R.L.,45.641126,13.74955,69
01041280932,VECAR S.R.L.,45.641126,13.74955,69
00490150315,AZIENDA SPEDIZIONI TRASPORTI INTERNAZIONALI ASTI SPED S.R.L. IN BREVE ASTI SPED S.R.L.,45.641126,13.74955,69
01447980069,PACORINI SILOCAF S.R.L.,45.641126,13.74955,69
01138370323,LEVANTE - SOCIETA  A RESPONSABILITA  LIMITATA,45.641126,13.74955,69
00783580327,MAZZOLENI & FACORI SPEDIZIONI INTERNAZIONALI S.R.L.,45.641126,13.74955,69
02571350301,CARR SERVICE SRL,45.64013,13.749957,69
00616000329,DOTTOR DE PALO S.R.L.,45.633794,13.780086,69
00051190312,ALPT - AGENZIA PER IL LAVORO PORTUALE DEL PORTO DI TRIESTE S.R.L.,45.64013,13.749957,69
01269410328,MMC S.R.L.,45.635924,13.764908,69
00771290327,SANTANDREA S.R.L.,45.641126,13.74955,69
02640940306,LOGEAST S.R.L.,45.641126,13.74955,69
00980380398,TRIPMARE S.P.A.,45.661343,13.766596,69
00284870300,MIDOLINI F.LLI S.P.A.,45.661343,13.766596,69
01232710325,ANUBI S.R.L.,45.661343,13.766596,69
02743350304,MIRI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.668232,13.105505,12
00669230302,MERILIN S.R.L.,45.667347,13.107034,12
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,45.667496,13.107477,12
01619930306,GIARDINO SRL,45.665147,13.105308,12
02666830308,GIAFED GROUP S.R.L.,45.668629,13.105469,12
00669230302,MERILIN S.R.L.,45.667975,13.107002,12
02455340303,BI. ENGINEERING SRL,45.66818,13.10216,12
02242040265,GHIAIE PONTE ROSSO S.R.L.,45.924703,12.853366,59
01341960324,REPEN SCAVI SRL,45.721445,13.792271,69
00459190310,K MARMI S.R.L.,45.72272,13.792412,69
00126000314,XILON - S.R.L.,46.161613,13.242909,5
02131380301,GARA S.R.L.,45.881321,12.71447,38
02711420303,CI.PI. ENERGY S.R.L.,46.531054,13.115538,0
00979030327,ASSIST S.R.L.,45.959736,12.66341,61
00826120321,SEAWAY S.R.L.,45.610522,13.809381,20
01610710301,TESA D AMPEZZO S.R.L.,46.065396,13.232942,73
02900970308,RIVA BRIONI S.R.L.,45.682623,13.379369,4
02264260304,BLUENOSE S.R.L.,45.682755,13.379909,4
00686490327,AUTA MAROCCHI S.P.A.,45.650933,13.772496,69
01206400309,KONTA S.R.L.,45.681716,13.376698,4
00771290327,PACORINI SILOCAF S.R.L.,45.618021,13.821032,20
01023330317,SANREMO S.R.L.,45.681685,13.391059,4
00917620320,WARTSILA ITALIA S.P.A.,45.618021,13.821032,20
00117070326,SEA SERVICE S.R.L.,45.614139,13.811688,20
00775080328,LUCATELLI S.R.L.,45.650933,13.772496,69
01166890325,MIDNIGHT SOCIETA  A RESPONSABILITA  LIMITATA,45.644773,13.758612,69
01166890325,MIDNIGHT SOCIETA  A RESPONSABILITA  LIMITATA,45.645335,13.758616,69
00047910328,AMTRIESTINA S.R.L,45.645892,13.760328,69
01148260324,IL TURCO NAPOLETANO S.R.L.,45.645413,13.759532,69
07925451218,PIEFFE S.R.L.,45.662633,13.786143,69
00916100290,MAGESTA S.P.A.,45.705225,13.712283,69
01041530328,GOOD FOOD S.R.L.,45.647857,13.763563,69
01174200319,PIANETA PIZZA S.R.L. SEMPLIFICATA UNIPERSONALE,45.647542,13.763103,69
00406250316,A.M.A. - ATTIVITA  MARITTIMA ADRIATICA S.R.L.,45.648858,13.765055,69
01068450327,R.N. S.R.L.,45.646668,13.756053,69
02496090305,AP. TEAM S.R.L.,45.678109,13.389162,4
01014310302,4L S.R.L.,45.677986,13.390695,4
01177140314,GTA SRL,45.678038,13.391222,4
02259960306,BLUENERGY GROUP S.P.A.,45.678238,13.391438,4
01288130329,FISH ACADEMY S.R.L.,45.647098,13.761224,69
01232710325,ANUBI S.R.L.,45.647196,13.752439,69
00047110325,SAMER & CO. SHIPPING S.P.A.,45.645075,13.752086,69
00689020329,POLINVESTIGATIONS S.R.L.,45.650933,13.772496,69
02128160302,EUROTEL S.P.A.,45.679025,13.387751,4
01094940317,VISTA PIU  S.R.L.,45.654979,13.797872,69
01302890320,GEBAR S.R.L.S.,45.654962,13.79822,69
00052910320,CAVE PIETRA SCORIA S.R.L.,45.602723,13.854955,19
01041280932,VECAR S.R.L.,45.793118,13.580884,52
11598080155,SERVEL - MERA S.R.L.,45.803508,13.080766,0
01849270937,R.C. S.R.L.S.,46.162886,12.661214,72
01438050211,SAN MARCO PETROLI DISTRIBUZIONE S.R.L.,45.782291,12.994342,60
01147620312,TERMOVOLTAICA S.R.L.,45.641248,13.862101,19
01231290329,EVOLUTION TECHNOLOGY LABORATORIES S.R.L.,45.645478,13.849026,63
00507740322,PUPIS S.R.L.,45.775393,13.602621,52
02001710306,PRE SYSTEM S.P.A.,45.989419,12.934809,50
00404580318,ONDULATI ED IMBALLAGGI DEL FRIULI - S.P.A.,46.361793,13.13602,65
01468220304,GIOCASA S.R.L.,46.141874,13.237619,65
01008620328,SPEFASO S.R.L.,45.626184,13.805017,63
01155210329,WINTER NICE DI STUPARICH S.R.L.,45.625404,13.796291,63
01267080321,HHLA PLT ITALY S.R.L.,45.92273,13.603398,75
00521770321,FRANCESCO PARISI CASA DI SPEDIZIONI S.P.A.,45.92273,13.603398,75
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.734537,13.692951,52
01236140321,TERMOSYSTEM -SOCIETA  A RESPONSABILITA  LIMITATA,45.774816,13.612947,52
00643640329,LARET - S.R.L.,45.655762,13.795146,69
00609520325,AUTOINDEX - SOCIETA  A RESPONSABILITA  LIMITATA,45.630597,13.78722,69
00168590321,BEVAGNA - S.R.L.,45.642136,13.756894,69
00876670324,MCM ITALIA - S.R.L.,45.630597,13.78722,69
01231550326,ARIETE S.R.L.,45.62829,13.777957,69
01102590328,ACCESS WORLD (ITALY) S.R.L.,45.630597,13.78722,69
01135470316,DUE DEL MONTE QUARIN S.R.L. - SOCIETA  AGRICOLA,45.961408,13.478216,70
00696410323,RENICE S.R.L. - CAVE MUGGESANE,45.593132,13.788071,43
00655240323,SUCC. DOBNER DI OPPENHEIM - S. A R.L.,45.775393,13.602621,52
00109290320,ZINELLI & PERIZZI ARREDAMENTO S.R.L.,45.763459,13.641928,52
01313780320,GFPP - SOCIETA  A RESPONSABILITA  LIMITATA,45.763459,13.641928,52
01221540329,BAIA DI SISTIANA RESORT S.R.L.,45.763459,13.641928,52
01310050321,FAST & FURIO SAILING SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.763459,13.641928,52
01221540329,BAIA DI SISTIANA RESORT S.R.L.,45.774816,13.612947,52
01221540329,BAIA DI SISTIANA RESORT S.R.L.,45.774816,13.612947,52
01080490327,KAIROSAFE S.R.L.,45.773435,13.628084,52
00746710326,PAHOR GROUP - SOCIETA  A RESPONSABILITA  LIMITATA - IN FORMA ABBREVIATA P G - S.R.L.,45.773458,13.628077,52
00746710326,PAHOR GROUP - SOCIETA  A RESPONSABILITA  LIMITATA - IN FORMA ABBREVIATA P G - S.R.L.,45.773474,13.628072,52
00819200320,MOTO RACING - SOCIETA  A RESPONSABILITA  LIMITATA,45.773142,13.63068,52
01127110326,SERVIZIO RICREATIVO SISTIANA S.R.L.,45.774408,13.624692,52
01122710328,ICE - SOCIETA  A RESPONSABILITA  LIMITATA,45.775393,13.602621,52
01127110326,SERVIZIO RICREATIVO SISTIANA S.R.L.,45.775393,13.602621,52
01346010323,NON SO S.R.L.S.,45.775393,13.602621,52
01127110326,SERVIZIO RICREATIVO SISTIANA S.R.L.,45.7708,13.630654,52
02697070304,FLOREANI ASSET MANAGEMENT SRL,45.988842,13.376344,65
00441660305,AUTOSERVIS S.R.L. - SOCIETA  DI SERVIZI PER L AUTOMOBILISTA,46.070016,13.329472,73
01523580304,GESTECO S.P.A.,46.222717,13.17255,5
01175720323,CENERGY S.R.L.,45.641248,13.862101,19
00622910933,GI.PI.GI. S.R.L.,46.024514,12.652895,57
01438050211,SAN MARCO PETROLI DISTRIBUZIONE S.R.L.,45.896546,13.237514,49
00991520305,SOM S.P.A.,46.516445,12.866624,0
00101940328,CGS INFORMATION TECHNOLOGY - SOCIETA  A RESPONSABILITA  LIMITATA,46.014448,13.106035,5
02638940300,RENERGIE SRL,46.326004,13.133139,67
02910530308,NIAL SRL,46.127465,13.210952,65
02334420300,MAC. MAR S.R.L.,45.923326,13.603199,75
01119940318,E.SPE.GO. EST SPEDIZIONI GORIZIA S.R.L.,45.92273,13.603398,75
01158390318,ENERCO SRL,45.933307,13.606932,75
01045390315,MAR S.R.L. - AGENZIA PRATICHE DOGANALI,45.915873,13.604769,75
00495420317,DE MONTE S.R.L.,45.919837,13.618605,75
00216880302,AZIENDA AGRICOLA RONCSORELI S.R.L.,45.940181,13.620175,75
01254440322,R.T.E. GROUP S.R.L.,45.736734,13.749002,0
01280020320,ANTICA TOSTATURA TRIESTINA S.R.L.,45.736734,13.749002,0
01117550325,ADRIAGOMME S.R.L.,45.736734,13.749002,0
00915290324,A.P.E. RESEARCH S.R.L.,45.736734,13.749002,0
00968120329,MOTOMARINE - SOCIETA  A RESPONSABILITA  LIMITATA,45.736734,13.749002,0
01117550325,ADRIAGOMME S.R.L.,45.73673399999999,13.749001999999999,0
00968120329,MOTOMARINE - SOCIETA  A RESPONSABILITA  LIMITATA,45.736734,13.749002,0
01293570329,NORD EST INNOVATION S.R.L.,45.736734,13.749002,0
01283800322,ST SKABAR DI SKABAR MICHELE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.707937,13.733629,69
00092540327,INTERLAND S.R.L. SERVIZI E SPEDIZIONI,45.707985,13.733034,69
02996120305,L.B.C. - LIGNANO BEACH CONSTRUCTION S.R.L.,45.736734,13.749002,0
01318780309,LIVENZA SERVIZI MOBILITA  S.R.L.,45.954053,12.508961,57
00054020326,ARTI GRAFICHE JULIA S.P.A.,45.618021,13.821032,20
01034100303,ITALESSE S.R.L.,45.603154,13.766797,43
01033820323,OMNIA COMPONENTS S.R.L. - IN FORMA ABBREVIATA OMNICO S.R.L.,45.618021,13.821032,20
02015370303,PARTESA TESSARO S.R.L.,45.618021,13.821032,20
01761450939,FINESTRA MODERNA S.R.L.,45.945803,12.516254,57
02393850306,MARCORIN & PLOZNER S.R.L. SOCIETA  AGRICOLA,46.039497,13.449207,0
01821520309,EDRU SRL,46.071067,13.234579,73
00434220315,ADRIASTRADE S.R.L.,45.863794,13.3951,49
01589100930,CH&MA GROUP S.R.L.,45.946744,12.475078,57
01690030935,TOMITECH SRL,45.946744,12.475078,57
01885030930,AS SRL,46.114999,12.606654,57
02687400305,IN MENSA S.R.L.,45.70375,13.718338,69
00916100290,MAGESTA S.P.A.,45.711728,13.711022,69
00916100290,MAGESTA S.P.A.,45.71191,13.71105,69
00916100290,MAGESTA S.P.A.,45.712064,13.711479,69
00384720306,MAIAX S.R.L,46.121928,13.159819,65
02381370309,SEAUD S.R.L.,46.080034,13.300282,73
00975120304,EUROJULIA S.R.L.,45.681774,13.386399,4
01089080319,LA SACCA S.R.L.,45.679913,13.760357,69
01146510324,IMMOBILIARE UNIVERSITA  NUOVA S.R.L.,45.670009,13.762866,69
02074440302,DIALOGA S.R.L.,46.032421,13.211862,71
02985300306,VETRERIA VENTURINI S.R.L.,46.031934,13.210873,71
01123130310,JERMANN DI SILVIO JERMANN S.R.L. - SOCIETA  AGRICOLA,45.912973,13.53606,70
01189750316,COSTRUZIONI IMMOBILIARI S.R.L.,45.911833,13.518134,70
01261530321,IPQ TRADE S.R.L.,45.614478,13.823131,20
00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,45.613539,13.825244,20
00826460321,METFER SRL,45.614176,13.823411,20
02757420308,AL BOSCO SRL RESIDENCE APARTHOTEL,45.678356,13.393491,4
02210780306,GIO.ILL. S.R.L.,45.82662,13.265441,34
00869900324,LUISI S.R.L.,45.592862,13.800315,20
01502210931,AUTONORD FIORETTO S.P.A.,45.593366,13.800414,20
01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.604175,13.767515,43
00583380324,EDILCEM - S.R.L.,45.586833,13.804056,20
00161160304,4 P - SOCIETA  A RESPONSABILITA  LIMITATA,45.593877,13.797866,43
00158170324,TUALET SERVICE - S.R.L.,45.594145,13.798456,20
01266550324,SERGAS - SOCIETA  A RESPONSABILITA  LIMITATA,45.640605,13.784134,69
01170100323,EDIL BM S.R.L.,45.637114,13.788405,69
00886890326,TORTUGA - SOCIETA  A RESPONSABILITA  LIMITATA,45.63701,13.787941,69
02758960302,SEXTA S.R.L.,45.637248,13.796673,69
01254160326,EDILIMPIANTI TRIESTE S.R.L.,45.637248,13.796673,69
00834880320,MARINAZ AUTO - SOCIETA  A RESPONSABILITA  LIMITATA,45.653945,13.800706,69
02550190306,ATOMAT S.P.A.,46.076391,13.300448,73
02550190306,ATOMAT S.P.A.,46.076072,13.301244,73
02766920306,LFP SRL,46.07509,13.302665,73
02496440302,LEGNO ARREDI SRL,46.074205,13.303479,73
02517440307,INGEGNI S.R.L.,46.072562,13.30564,73
02451580308,NEW CORAM S.R.L,46.075875,13.30237,73
00556960318,BUONACQUISTO SRL,46.072562,13.30564,73
01624880306,ABITARE TRADING S.R.L.,46.089524,13.317117,73
03471360580,SANDALJ TRADING COMPANY - S.P.A.,45.641115,13.813024,69
00647320308,TRANSLAGUNARE S.R.L.,45.642018,13.807232,69
02010810303,D.L.I. S.R.L.,46.084077,13.294867,73
02796370308,ATREL SRL,46.084233,13.294826,73
02465430300,TEKNA COSTRUZIONI S.R.L.,46.079161,13.306892,73
02560380301,CP ENERGY S.R.L.,46.478589,12.854361,0
02805650302,ITALSIT SRL,46.073093,13.304287,73
01592790305,SCARBOLO ZUCCHERI S.R.L.,46.074997,13.301904,73
00219820321,CALCESTRUZZI TRIESTE S.R.L.,45.642574,13.830254,63
00292350329,ERGOS S.R.L.,45.604634,13.744761,43
00573990934,MINERARIA SACILESE S.P.A.,45.949452,12.462477,57
01089720310,D.L.D. ARREDAMENTI CIVILI E NAVALI S.R.L.,45.64984,13.811878,69
00783180326,ZUDEK S.R.L.,45.586833,13.804056,20
00188730329,ANDREA OLIVA & PARTNERS S.R.L.,45.586833000000006,13.804056000000001,20
01184110326,PUNTA SOTTILE S.R.L.,45.582914,13.797175,20
00942650326,AL RISTORO S.R.L.,45.582914,13.797175,20
00150570307,FOLICALDI S.R.L.,46.091326,13.38183,74
01160590327,AVRASYA S.R.L.,45.688173,13.789438,69
01123550327,SERENE - SOCIETA  A RESPONSABILITA  LIMITATA,45.688454,13.790341,69
00930530324,ACEGASAPSAMGA S.P.A.,45.688852,13.794086,69
00937920320,AGROSOSIC - SOCIETA  A RESPONSABILITA  LIMITATA,45.689153,13.794075,69
01260390321,E STREET BAR SRLS,45.68973,13.7974,69
00930530324,ACEGASAPSAMGA S.P.A.,45.689941,13.797718,69
00139620322,POLICLINICO TRIESTINO S.P.A.,45.687976,13.789602,69
02364220307,COSTRUIRE & CO.  S.R.L.,46.014448,13.106035,5
00493800304,G.S. S.R.L.,46.207598,13.188064,5
00493800304,G.S. S.R.L.,46.207598,13.188064,5
01291050936,OPERE S.R.L.,46.2891,12.438541,0
01376630933,EUROBEVANDE S.R.L.,45.603154,13.766797,43
00930530324,ACEGASAPSAMGA S.P.A.,45.650933,13.772496,69
01548650306,F.LLI VARUTTI SRL,46.117736,13.08185,71
01448110930,GAZÃˆL S.R.L.,45.885536,13.343644,49
01574650303,PROSCIUTTERIE SRL,45.885536,13.343644,49
01083870327,NEL BLU S.R.L.,45.885536,13.343644,49
00930530324,ACEGASAPSAMGA S.P.A.,45.607881,13.856732,19
02941630309,GEFF S.R.L.,46.069545,12.588139,57
01033820323,OMNIA COMPONENTS S.R.L. - IN FORMA ABBREVIATA OMNICO S.R.L.,45.582914,13.797175,20
01116190313,PIPISTREL ITALIA SRL,45.944829,13.172422,50
00930530324,ACEGASAPSAMGA S.P.A.,45.775393,13.602621,52
02763490303,FG CAVALLI SOCIETA  AGRICOLA S.R.L.,45.885536,13.343644,49
02313360303,IDRO ENERGY VALLE S.R.L.,46.482887,13.086722,0
02975980307,NEWTEAM S.R.L. - SOCIETA  SPORTIVA DILETTANTISTICA,46.079991,13.309471,73
01405720937,BLU LEGNO S.R.L.,45.946094,12.725926,61
02743670305,IMOBILITY.EU SRL,46.29418,13.115347,67
02048810309,SEIDUESEI S.R.L.,46.214951,13.180659,5
01942870302,STROILI ORO S.P.A.,46.174468,13.184169,5
02390510309,L ALBERO MAGICO S.R.L.,46.174468,13.184169,5
02562460309,PIROBLU S.R.L.,46.215342,13.210466,5
01091420321,GLANCE VISION TECHNOLOGIES SRL IN SIGLA GVT SRL,45.641248,13.862101,19
00991720327,CELINIA - S.R.L.,46.270967,12.535883,0
02463640306,TELNET SERVIZI S.R.L.,46.004282,13.273131,71
00989490305,3F  INVEST  S.R.L.,46.085584,13.324499,73
01236720304,MARINA PUNTA GABBIANI APRILIA MARITTIMA S.R.L.,45.76106,13.169539,0
00437790306,FRIUL-FIN SERVIZIO LEASING S.P.A.,45.996285,13.302528,71
00826900326,THOR S.R.L.,46.127465,13.210952,65
01851360303,CERPOSA S.R.L.,46.014448,13.106035,5
01478210931,C. & C. IMMOBILIARE SRL,46.014448,13.106035,5
01649950308,AL.PHA.MED. S.R.L.,46.014448,13.106035,5
01046380307,DI.MA. S.R.L.,46.174468,13.184169,5
02026100301,CENTRO GENERALE MACCHINE S.R.L.,46.014448,13.106035,5
01571600301,REVERSO - S.R.L.,46.174468,13.184169,5
00650830300,FRIUL AL S.R.L.,46.207559,13.188083,5
01571600301,REVERSO - S.R.L.,46.174468,13.184169,5
00462870312,IMAPACK INTERNATIONAL S.R.L.,46.032482,13.302946,50
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.625095,13.795747,63
01131530329,PANIFICIO-PASTICCERIA TRAVAN S.R.L.,45.640605,13.784134,69
01313650325,PROJECT LAB SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.617133,13.812114,20
01335160329,PARADISO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA.,45.624441,13.796245,63
01477050932,GERES S.R.L.,45.617133,13.812114,20
03006270304,ALPHA MOBILITY S.R.L.,45.863169,13.049833,0
02071760306,SALUMIFICIO PITACCOLO G. S.R.L.,45.863169,13.049833,0
02509160301,PIRAD  S.R.L.,45.82662,13.265441,34
02813950306,DA.DA. SRL,45.900529,13.25317,49
02242040265,GHIAIE PONTE ROSSO S.R.L.,45.896546,13.237514,49
02905190308,METHANEST S.R.L. SOCIETA  AGRICOLA,46.109364,12.49843,0
01862850938,CA  NEVA S.R.L.,45.935166,12.483606,57
01965740309,ALIPAK S.R.L.,46.093802,13.431832,74
02757490301,SOCIETA  GASTRONOMICA FRIULANA SOCIETA  A RESPONSABILITA LIMITATA SEMPLIFICATA,46.09561,13.430792,74
02755860307,TANK S.R.L.,46.116984,13.21987,65
02196480301,GIGLIO  SRL,46.114814,13.26744,66
01041280932,VECAR S.R.L.,45.641781,13.761959,69
02687400305,IN MENSA S.R.L.,46.205994,13.119415,67
02675050302,HANDY STORE S.R.L.,46.06276,13.2184,73
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.882928,12.710429,38
01176210316,ADP S.R.L.,45.653129,13.773728,69
00799730320,FRANCESCO KATALAN CASA DI SPEDIZIONI - S.R.L.,45.582914,13.797175,20
02100150305,SANTA CATERINA S.R.L. - SOCIETA  AGRICOLA,46.031495,13.479288,0
02220530303,PREINDL & PAOLONI S.R.L.,45.822791,13.337025,34
02817460302,GEFF S.R.L.,46.035346,13.152608,71
01832530305,SANIRAD  S.R.L.,46.159415,13.206108,5
00027730316,POSTIR S.R.L.,45.892833,13.453551,65
00027730316,POSTIR S.R.L.,45.893665,13.454105,65
01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,46.529747,13.015571,0
01707560304,CONFARTIGIANATO UDINE SERVIZI S.R.L.,46.529454,13.015959,0
01786950301,LUX FIDELIS S.R.L.,45.811603,13.510877,52
01434120935,AGRIDATA S.R.L.,46.11006,12.902177,30
02777300308,STAC SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.465475,13.55346,0
00147080311,S.A.L.I.T. S.R.L.,45.918476,13.426714,34
01804170932,GEA TOUR SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.652895,13.774885,69
01642820300,O.M.I.  SRL,45.944994,13.169719,50
02262320308,F.M.I. S.R.L.,46.099985,13.222863,65
02840620302,DUEMME SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.890145,13.259378,49
01180370312,MUSICA & SERVIZI S.R.L.S.,45.823907,13.498577,35
02537750305,O.F. MANSUTTI SRL,46.212715,13.220569,5
02737090304,CHIMICA CONCIARIA GROUP SRLS,46.212183,13.220695,5
01239820325,AM FUNCONCEPT S.R.L.,46.086351,13.181996,71
01942870302,STROILI ORO S.P.A.,46.086078,13.179189,71
02650460302,FREE ENERGY GROUP SRL,45.889107,13.502337,65
01158010312,AF INTERNI S.R.L. ARTIGIANA,45.804286,13.535647,52
01158010312,AF INTERNI S.R.L. ARTIGIANA,45.804172,13.53595,52
01075960318,ASSIGO S.R.L.,45.804816,13.533759,52
02649680309,FINESTRA 4 SRL,46.044172,12.532124,46
01033070937,VETRERIA GIACON LUIGI S.R.L.,45.912714,12.54975,61
00398970939,PANSPED S.R.L.,45.913443,12.553778,61
01667250300,LE VIGNE DI ZAMO  S.R.L. -  SOCIETA  AGRICOLA,45.988842,13.376344,65
00276990306,MENIS S.R.L.,45.938383,13.392447,65
01132600311,3 G - TREGI S.R.L.,45.847553,13.456402,35
